filename,label,defect_type
OK_0000.png,OK,none
OK_0001.png,OK,none
OK_0002.png,OK,none
OK_0003.png,OK,none
OK_0004.png,OK,none
OK_0005.png,OK,none
OK_0006.png,OK,none
OK_0007.png,OK,none
OK_0008.png,OK,none
OK_0009.png,OK,none
OK_0010.png,OK,none
OK_0011.png,OK,none
OK_0012.png,OK,none
OK_0013.png,OK,none
OK_0014.png,OK,none
OK_0015.png,OK,none
OK_0016.png,OK,none
OK_0017.png,OK,none
OK_0018.png,OK,none
OK_0019.png,OK,none
OK_0020.png,OK,none
OK_0021.png,OK,none
OK_0022.png,OK,none
OK_0023.png,OK,none
OK_0024.png,OK,none
OK_0025.png,OK,none
OK_0026.png,OK,none
OK_0027.png,OK,none
OK_0028.png,OK,none
OK_0029.png,OK,none
OK_0030.png,OK,none
OK_0031.png,OK,none
OK_0032.png,OK,none
OK_0033.png,OK,none
OK_0034.png,OK,none
OK_0035.png,OK,none
OK_0036.png,OK,none
OK_0037.png,OK,none
OK_0038.png,OK,none
OK_0039.png,OK,none
OK_0040.png,OK,none
OK_0041.png,OK,none
OK_0042.png,OK,none
OK_0043.png,OK,none
OK_0044.png,OK,none
OK_0045.png,OK,none
OK_0046.png,OK,none
OK_0047.png,OK,none
OK_0048.png,OK,none
OK_0049.png,OK,none
OK_0050.png,OK,none
OK_0051.png,OK,none
OK_0052.png,OK,none
OK_0053.png,OK,none
OK_0054.png,OK,none
OK_0055.png,OK,none
OK_0056.png,OK,none
OK_0057.png,OK,none
OK_0058.png,OK,none
OK_0059.png,OK,none
OK_0060.png,OK,none
OK_0061.png,OK,none
OK_0062.png,OK,none
OK_0063.png,OK,none
OK_0064.png,OK,none
OK_0065.png,OK,none
OK_0066.png,OK,none
OK_0067.png,OK,none
OK_0068.png,OK,none
OK_0069.png,OK,none
OK_0070.png,OK,none
OK_0071.png,OK,none
OK_0072.png,OK,none
OK_0073.png,OK,none
OK_0074.png,OK,none
OK_0075.png,OK,none
OK_0076.png,OK,none
OK_0077.png,OK,none
OK_0078.png,OK,none
OK_0079.png,OK,none
OK_0080.png,OK,none
OK_0081.png,OK,none
OK_0082.png,OK,none
OK_0083.png,OK,none
OK_0084.png,OK,none
OK_0085.png,OK,none
OK_0086.png,OK,none
OK_0087.png,OK,none
OK_0088.png,OK,none
OK_0089.png,OK,none
OK_0090.png,OK,none
OK_0091.png,OK,none
OK_0092.png,OK,none
OK_0093.png,OK,none
OK_0094.png,OK,none
OK_0095.png,OK,none
OK_0096.png,OK,none
